Wavelength (nm),Reflectance (%)
452,4.2
456,4.2
460,4.2
464,4.1
468,4.1
472,4.1
476,4.1
480,4.2
484,4.2
488,4.2
492,4.2
496,4.2
500,4.3
504,4.4
508,4.5
512,4.7
516,4.9
520,5.1
524,5.4
528,5.7
532,6
536,6.4
540,6.8
544,7.2
548,7.7
552,8.2
556,8.7
560,9.2
564,9.7
568,10.1
572,10.5
576,10.8
580,11.1
584,11.3
588,11.4
592,11.5
596,11.6
600,11.6
604,11.5
608,11.5
612,11.5
616,11.4
620,11.4
624,11.3
628,11.3
632,11.2
636,11.2
640,11.1
644,11.1
648,11.1
652,11.1
656,11.1
660,11.1
664,11.1
668,11.2
672,11.3
676,11.4
680,11.4
684,11.6
688,11.7
692,11.8
696,12
700,12.1
704,12.3
708,12.5
712,12.7
716,12.9
720,13.1
724,13.3
728,13.5
732,13.6
736,13.8
740,14
744,14.1
748,14.2
752,14.2
756,14.3
760,14.3
764,14.3
768,14.2
772,14.1
776,14
780,13.8
784,13.7
788,13.5
792,13.3
796,13.1
800,13
804,12.8
808,12.6
812,12.4
816,12.2
820,12
824,11.8
828,11.6
832,11.5
836,11.3
840,11.2
844,11
848,10.9
852,10.7
856,10.6
860,10.5
864,10.4
868,10.3
872,10.2
876,10.2
880,10.1
884,10
888,10
892,9.9
896,9.9
900,9.8
904,9.8
908,9.8
912,9.8
916,9.8
920,9.8
924,9.8
928,9.8
932,9.8
936,9.9
940,9.9
944,9.9
948,9.9
952,9.9
956,10
960,10
964,10.1
968,10.1
972,10.2
976,10.3
980,10.3
984,10.4
988,10.5
992,10.5
996,10.6
1000,10.7
1004,10.8
1008,10.9
1012,10.9
1016,11
1020,11.1
1024,11.2
1028,11.3
1032,11.4
1036,11.6
1040,11.7
1044,11.8
1048,12
1052,12.1
1056,12.2
1060,12.4
1064,12.6
1068,12.7
1072,12.9
1076,13.1
1080,13.3
1084,13.5
1088,13.7
1092,13.9
1096,14.1
1100,14.4
1104,14.6
1108,14.8
1112,15.1
1116,15.4
1120,15.6
1124,15.9
1128,16.2
1132,16.6
1136,16.9
1140,17.2
1144,17.6
1148,17.9
1152,18.3
1156,18.7
1160,19.1
1164,19.5
1168,19.9
1172,20.3
1176,20.7
1180,21.1
1184,21.6
1188,22
1192,22.5
1196,23
1200,23.4
1204,23.9
1208,24.4
1212,24.9
1216,25.3
1220,25.8
1224,26.3
1228,26.8
1232,27.3
1236,27.8
1240,28.3
1244,28.8
1248,29.3
1252,29.8
1256,30.3
1260,30.7
1264,31.2
1268,31.6
1272,32
1276,32.5
1280,32.9
1284,33.3
1288,33.7
1292,34
1296,34.4
1300,34.7
1304,35
1308,35.3
1312,35.6
1316,35.8
1320,36
1324,36.2
1328,36.4
1332,36.5
1336,36.6
1340,36.7
1344,36.8
1348,36.8
1352,36.8
1356,36.9
1360,36.9
1364,36.8
1368,36.7
1372,36.5
1376,36.3
1380,35.9
1384,35.4
1388,34.7
1392,34
1396,33.2
1400,32.4
1404,31.6
1408,30.9
1412,30.3
1416,29.8
1420,29.5
1424,29.3
1428,29.1
1432,29
1436,29
1440,29
1444,29
1448,29
1452,29.1
1456,29.1
1460,29.1
1464,29.2
1468,29.3
1472,29.4
1476,29.4
1480,29.5
1484,29.7
1488,29.8
1492,30
1496,30.1
1500,30.2
1504,30.3
1508,30.4
1512,30.5
1516,30.5
1520,30.6
1524,30.7
1528,30.7
1532,30.7
1536,30.8
1540,30.7
1544,30.7
1548,30.7
1552,30.7
1556,30.6
1560,30.5
1564,30.4
1568,30.2
1572,30.1
1576,29.9
1580,29.8
1584,29.6
1588,29.4
1592,29.2
1596,29
1600,28.8
1604,28.5
1608,28.3
1612,28.1
1616,27.9
1620,27.6
1624,27.4
1628,27.2
1632,27
1636,26.8
1640,26.6
1644,26.4
1648,26.2
1652,26.1
1656,26
1660,25.9
1664,25.8
1668,25.7
1672,25.6
1676,25.5
1680,25.4
1684,25.3
1688,25.3
1692,25.2
1696,25.1
1700,25.1
1704,25
1708,24.9
1712,24.8
1716,24.7
1720,24.6
1724,24.5
1728,24.4
1732,24.3
1736,24.2
1740,24.1
1744,24
1748,23.8
1752,23.7
1756,23.6
1760,23.6
1764,23.5
1768,23.5
1772,23.4
1776,23.4
1780,23.4
1784,23.4
1788,23.3
1792,23.3
1796,23.3
1800,23.3
1804,23.3
1808,23.3
1812,23.3
1816,23.3
1820,23.2
1824,23.2
1828,23.2
1832,23.2
1836,23.2
1840,23.1
1844,23
1848,22.9
1852,22.8
1856,22.6
1860,22.4
1864,22.1
1868,21.7
1872,21.1
1876,20.4
1880,19.6
1884,18.8
1888,18
1892,17.3
1896,16.9
1900,16.6
1904,16.5
1908,16.5
1912,16.6
1916,16.6
1920,16.6
1924,16.7
1928,16.7
1932,16.8
1936,16.8
1940,16.9
1944,17
1948,17.1
1952,17.2
1956,17.3
1960,17.4
1964,17.5
1968,17.6
1972,17.8
1976,17.9
1980,18
1984,18.1
1988,18.2
1992,18.3
1996,18.4
2000,18.6
2004,18.7
2008,18.8
2012,18.9
2016,19.1
2020,19.2
2024,19.3
2028,19.5
2032,19.6
2036,19.7
2040,19.7
2044,19.8
2048,19.8
2052,19.9
2056,20
2060,20
2064,20.1
2068,20.1
2072,20.2
2076,20.2
2080,20.2
2084,20.3
2088,20.3
2092,20.3
2096,20.3
2100,20.3
2104,20.3
2108,20.3
2112,20.3
2116,20.3
2120,20.3
2124,20.2
2128,20.1
2132,20.1
2136,20
2140,20
2144,19.9
2148,19.8
2152,19.7
2156,19.6
2160,19.5
2164,19.3
2168,19.2
2172,19
2176,18.9
2180,18.7
2184,18.5
2188,18.4
2192,18.1
2196,18
2200,17.8
2204,17.6
2208,17.4
2212,17.3
2216,17.1
2220,17
2224,16.9
2228,16.8
2232,16.7
2236,16.5
2240,16.4
2244,16.3
2248,16.1
2252,16
2256,15.9
2260,15.8
2264,15.7
2268,15.7
2272,15.6
2276,15.6
2280,15.5
2284,15.4
2288,15.4
2292,15.3
2296,15.3
2300,15.3
2304,15.2
2308,15.2
2312,15.1
2316,15.1
2320,15.1
2324,15
2328,15
2332,14.9
2336,14.8
2340,14.7
2344,14.6
2348,14.6
2352,14.5
2356,14.5
2360,14.4
2364,14.3
2368,14.2
2372,14.2
2376,14.1
2380,14.1
2384,14
2388,13.9
2392,13.9
2396,13.8
2400,13.8
2404,13.8
2408,13.8
2412,13.7
2416,13.7
2420,13.7
2424,13.7
2428,13.8
2432,13.8
2436,13.9
2440,13.9
2444,13.9
2448,13.9
2452,14
2456,14
2460,14
2464,14.1
2468,14.2
2472,14.2
2476,14.4
2480,14.6
2484,14.7
2488,14.8
