Wavelength (nm),Reflectance (%)
448,28.61
452,28.56
456,28.52
460,28.58
464,28.61
468,28.7
472,28.72
476,28.75
480,28.75
484,28.77
488,28.8
492,28.82
496,28.88
500,29.01
504,29.16
508,29.29
512,29.47
516,29.63
520,29.8
524,29.99
528,30.21
532,30.49
536,30.77
540,31.05
544,31.34
548,31.67
552,32
556,32.33
560,32.66
564,32.97
568,33.24
572,33.52
576,33.75
580,33.96
584,34.16
588,34.34
592,34.47
596,34.59
600,34.6
604,34.61
608,34.61
612,34.55
616,34.46
620,34.38
624,34.28
628,34.16
632,34.11
636,34.08
640,34.04
644,33.96
648,33.89
652,33.84
656,33.85
660,33.84
664,33.82
668,33.81
672,33.78
676,33.78
680,33.73
684,33.69
688,33.68
692,33.69
696,33.7
700,33.73
704,33.76
708,33.81
712,33.87
716,33.93
720,34.01
724,34.07
728,34.12
732,34.18
736,34.24
740,34.31
744,34.35
748,34.41
752,34.51
756,34.6
760,34.73
764,34.83
768,34.95
772,35.04
776,35.13
780,35.18
784,35.22
788,35.27
792,35.28
796,35.28
800,35.32
804,35.29
808,35.2
812,35.13
816,35.09
820,35.04
824,34.92
828,34.82
832,34.74
836,34.64
840,34.6
844,34.5
848,34.4
852,34.3
856,34.15
860,34.01
864,34.01
868,34
872,33.9
876,33.73
880,33.62
884,33.48
888,33.39
892,33.29
896,33.14
900,33.17
904,33.03
908,32.96
912,32.93
916,32.87
920,32.86
924,32.86
928,32.83
932,32.88
936,32.9
940,32.91
944,32.91
948,32.94
952,32.93
956,32.96
960,32.99
964,33.02
968,33.03
972,33.04
976,33.12
980,33.17
984,33.21
988,33.21
992,33.22
996,33.21
1000,33.17
1004,33.17
1008,33.18
1012,33.13
1016,33.11
1020,33.05
1024,33.06
1028,33.08
1032,33.07
1036,33.09
1040,33.04
1044,32.97
1048,32.92
1052,32.87
1056,32.86
1060,32.84
1064,32.76
1068,32.74
1072,32.69
1076,32.69
1080,32.64
1084,32.61
1088,32.61
1092,32.62
1096,32.63
1100,32.65
1104,32.63
1108,32.6
