Wavelength (nm),Reflectance (%)
448,88.7
452,89.19
456,90
460,90.91
464,91.83
468,92.43
472,92.89
476,93.5
480,94.23
484,95.17
488,95.96
492,96.91
496,97.64
500,98.04
504,98.49
508,99.01
512,99.45
516,99.61
520,99.73
524,99.87
528,100
532,99.84
536,99.9
540,99.69
544,99.42
548,99.38
552,99.39
556,99.14
560,98.91
564,98.8
568,98.53
572,98.24
576,98.1
580,97.73
584,97.11
588,96.92
592,96.58
596,96.22
600,95.76
604,95.49
608,95.18
612,94.89
616,94.56
620,94.39
624,93.93
628,93.36
632,93
636,92.89
640,92.66
644,92.29
648,92.17
652,91.89
656,91.56
660,91.25
664,91.24
668,90.92
672,90.64
676,90.58
680,90.53
684,90.07
688,89.94
692,89.44
696,89.28
700,89.25
704,89.03
708,88.99
712,89
716,88.77
720,88.45
724,88.39
728,88.38
732,88.24
736,88.14
740,88.29
744,88.04
748,87.88
752,87.86
756,87.81
760,87.61
764,87.85
768,87.84
772,87.61
776,87.34
780,87.4
784,87.35
788,87.16
792,86.83
796,86.72
800,86.06
804,85.91
808,85.75
812,85.41
816,84.87
820,84.4
824,84.4
828,84.02
832,83.55
836,83.02
840,82.54
844,82.01
848,81.61
852,81.19
856,80.76
860,80.36
864,79.98
868,79.74
872,79.53
876,79.34
880,79.05
884,78.75
888,78.55
892,78.38
896,78.32
900,78.28
904,78.17
908,78.09
912,78.07
916,78.04
920,78.03
924,78.01
928,77.92
932,77.89
936,77.83
940,77.6
944,76.92
948,76.19
952,76.15
956,76.71
960,77.15
964,77.11
968,77.05
972,76.99
976,76.86
980,76.73
984,76.58
988,76.48
992,76.32
996,76.13
1000,75.96
1004,75.87
1008,75.84
1012,75.78
1016,75.75
1020,75.63
1024,75.48
1028,75.31
1032,75.23
1036,75.14
1040,75.08
1044,75.03
1048,74.96
1052,74.99
1056,74.86
1060,74.76
1064,74.65
1068,74.59
1072,74.64
1076,74.7
1080,74.76
1084,74.9
1088,74.98
1092,75.02
1096,75.08
1100,75.12
1104,75.15
1108,75.09
1112,75.15
1116,75.29
1120,75.44
1124,75.56
1128,75.67
1132,75.75
1136,76.04
1140,76.28
1144,76.35
1148,76.34
1152,76.38
1156,76.47
1160,76.64
1164,76.8
1168,76.89
1172,77.13
1176,77.31
1180,77.37
1184,77.46
1188,77.49
1192,77.7
1196,77.97
1200,78.14
1204,78.35
1208,78.51
1212,78.67
1216,78.79
1220,78.91
1224,78.98
1228,79.07
1232,79.18
1236,79.31
1240,79.35
1244,79.43
1248,79.48
1252,79.66
1256,79.88
1260,79.94
1264,79.91
1268,79.71
1272,79.4
1276,79.25
1280,79.67
1284,80.27
1288,80.64
1292,80.61
1296,80.57
1300,80.76
1304,81.03
1308,81.14
1312,81.1
1316,81.2
1320,81.37
1324,81.57
1328,81.79
1332,81.98
1336,82.02
1340,82.04
1344,82.11
1348,82.22
1352,82.41
1356,82.59
1360,82.72
1364,82.73
1368,82.59
1372,82.37
1376,82.05
1380,80.47
1384,75.61
1388,66.58
1392,58.96
1396,59.78
1400,67.94
1404,75.73
1408,78.98
1412,79.94
1416,80.29
1420,80.49
1424,80.77
1428,81.13
1432,81.46
1436,81.72
1440,82.02
1444,82.26
1448,82.5
1452,82.73
1456,82.97
1460,83.1
1464,83.25
1468,83.44
1472,83.66
1476,83.86
1480,84.14
1484,84.49
1488,84.72
1492,84.95
1496,85.16
1500,85.29
1504,85.46
1508,85.67
1512,85.92
1516,86.27
1520,86.54
1524,86.8
1528,86.95
1532,87.03
1536,87.16
1540,87.46
1544,87.8
1548,88.14
1552,88.51
1556,88.69
1560,88.89
1564,89
1568,89.15
1572,89.29
1576,89.37
1580,89.53
1584,89.78
1588,89.89
1592,89.91
1596,89.97
1600,90.09
1604,90.17
1608,90.34
1612,90.42
1616,90.33
1620,90.3
1624,90.33
1628,90.23
1632,90.12
1636,90.12
1640,90.32
1644,90.54
1648,90.59
1652,90.69
1656,90.83
1660,90.98
1664,91.17
1668,91.32
1672,91.61
1676,91.76
1680,91.56
1684,91.38
1688,91.32
1692,91.28
1696,91.35
1700,91.35
1704,91.51
1708,91.63
1712,91.73
1716,91.64
1720,91.64
1724,91.58
1728,91.83
1732,91.95
1736,92.09
1740,92.16
1744,92
1748,91.86
1752,91.88
1756,91.89
1760,91.65
1764,91.39
1768,91.23
1772,91.13
1776,91.02
1780,90.71
1784,90.66
1788,90.63
1792,90.53
1796,90.4
1800,90.24
1804,90.05
1808,89.64
1812,89.19
1816,88.88
1820,88.53
1824,88.25
1828,87.98
1832,87.76
1836,87.81
1840,87.96
1844,87.94
1848,87.65
1852,87.3
1856,86.89
1860,86.25
1864,85.35
1868,84.19
1872,82.76
1876,81.2
1880,79.31
1884,76.78
1888,73.58
1892,70.08
1896,66.8
1900,64.37
1904,62.98
1908,62.54
1912,62.76
1916,63.34
1920,64.03
1924,64.64
1928,65.15
1932,65.5
1936,65.7
1940,65.98
1944,66.23
1948,66.37
1952,66.53
1956,66.74
1960,66.93
1964,67.18
1968,67.55
1972,67.91
1976,68.23
1980,68.42
1984,68.34
1988,68.27
1992,68.19
1996,68.21
2000,68.31
2004,68.31
2008,68.28
2012,68.5
2016,69.34
2020,70.4
2024,71.38
2028,71.93
2032,72.26
2036,72.31
2040,72.26
2044,72.2
2048,72.05
2052,71.81
2056,71.43
2060,70.78
2064,69.15
2068,66.35
2072,63.49
2076,62.06
2080,62.69
2084,63.92
2088,65.02
2092,65.93
2096,66.67
2100,67.19
2104,67.28
2108,66.61
2112,65.63
2116,64.62
2120,63.47
2124,62.18
2128,61.2
2132,61.18
2136,61.8
2140,62.65
2144,63.84
2148,65.11
2152,65.96
2156,66.07
2160,65.59
2164,64.59
2168,63.53
2172,62.95
2176,63.46
2180,64.84
2184,66.32
2188,67.32
2192,67.82
2196,67.96
2200,67.89
2204,67.68
2208,67.31
2212,66.55
2216,64.86
2220,61.55
2224,57.27
2228,54.07
2232,54.18
2236,56.34
2240,58.17
2244,58.37
